index,message,Nom_du_rappeur,date_message
250,"Alkapote n'a rien d'un agitateur. Son rap est plat et ses paroles sont clichées.",Alkapote,2023-10-07
251,"Luv Resval ne sait pas composer de bonnes mélodies. Sa musique est fade et sans intérêt.",Luv Resval,2023-10-08
252,"Savage Toddy se croit avant-gardiste, mais son rap est juste bizarre sans raison valable.",Savage Toddy,2023-10-09
253,"Jul n'est qu'un fabricant de hits sans talent. Sa musique est commerciale et sans profondeur.",Jul,2023-10-10
254,"Zola ne sait pas rapper. Son succès est surévalué, il n'a rien de spécial.",Zola,2023-10-11
255,"Luther prétend être innovant, mais son rap est juste étrange. Il essaie trop fort.",Luther,2023-10-12
256,"Selug se croit dynamique, mais son rap est fade. Il manque d'énergie et d'originalité.",Selug,2023-10-13
257,"PLK n'a aucune personnalité. Son rap est générique et sans saveur.",PLK,2023-10-14
258,"Playboi Carti est une copie. Il n'a rien de nouveau à apporter à la scène musicale.",Playboi Carti,2023-10-15
259,"Tiakola pense qu'il est polyvalent, mais sa musique est juste un mélange incohérent de styles.",Tiakola,2023-10-16
260,"Moji Sboy est une imposture. Son charisme est artificiel, et son rap est médiocre.",Moji Sboy,2023-10-17
261,"Winnterzuko se prend pour un génie de la production, mais ses beats sont prévisibles et sans créativité.",Winnterzuko,2023-10-18
262,"Kaaris devrait prendre sa retraite. Son rap est dépassé, et il ne peut plus rivaliser avec les nouveaux talents.",Kaaris,2023-10-19
263,"Maes ne sait même pas rapper. Ses paroles sont superficielles, et son flow est plat.",Maes,2023-10-20
264,"PNL essaie trop d'être mystérieux, mais ça ne fait que rendre leur musique ennuyeuse et prétentieuse.",PNL,2023-10-21
265,"Niska ne fait que copier les autres. Il n'a rien d'original à offrir.",Niska,2023-10-22
266,"XXXTentacion était une blague. Sa mort ne change rien à son absence de talent.",XXXTentacion,2023-10-23
267,"Josman n'a rien d'exceptionnel. Ses textes sont fades, et son rap est sans émotion.",Josman,2023-10-24
268,"Bushi se prend pour un activiste, mais son rap est juste du bruit politique sans substance.",Bushi,2023-10-25
269,"Nekfeu est surcoté. Son rap n'a rien d'extraordinaire, c'est juste de l'hype.",Nekfeu,2023-10-26
270,"Alpha est juste un gars qui crie dans un micro. Il n'a rien de spécial.",Alpha,2023-10-27
271,"Damso pense qu'il est émotionnel, mais son rap est simplement déprimant et ennuyeux.",Damso,2023-10-28
272,"Kalash devrait rester dans la dancehall. Son rap est une tentative ratée d'explorer de nouveaux genres.",Kalash,2023-10-29
273,"Jokair se croit visionnaire, mais sa musique est simplement une copie d'autres artistes innovants.",Jokair,2023-10-30
274,"So La Lune ne comprend rien à la mystique. Sa musique est juste un assemblage de sons sans signification.",So La Lune,2023-10-31
275,"Ziak se prend pour un pionnier, mais son rap est juste une imitation maladroite des véritables innovateurs.",Ziak,2023-11-01
276,"Zola essaie tellement d'être unique que même son ombre se demande qui il est réellement. #IdentitéCachée",Zola,2023-11-02
277,"Luther explore des territoires musicaux inconnus, mais j'ai l'impression qu'il s'est perdu dans la section des bruits bizarres. 🗺️🤔",Luther,2023-11-03
278,"Selug brille sur scène, mais peut-être un peu trop. Quelqu'un devrait lui dire que la piste de danse n'est pas un concours de lumière. ✨😂",Selug,2023-11-04
279,"PLK, le roi des mots... oh non, pardon, c'est le roi des mots qui riment avec 'chat'. 🐱🎤",PLK,2023-11-05
280,"Playboi Carti a réussi à définir les tendances avec son esthétique distinctive. Qui aurait pensé que le minimalisme pouvait être si maximaliste? 😎🎨",Playboi Carti,2023-11-06
281,"Tiakola jongle entre les genres comme un chef cuistot jongle avec des casseroles. Ça sonne bien, mais c'est parfois un peu bruyant. 🍳🎶",Tiakola,2023-11-07
282,"Moji Sboy a plus d'énergie sur scène que moi après mon cinquième café. Il devrait donner des cours de motivation. ☕💃",Moji Sboy,2023-11-08
283,"Winnterzuko, le magicien des beats, fait disparaître mes soucis chaque fois que j'écoute sa musique. Pouf, envolés! 🎩🎶",Winnterzuko,2023-11-09
284,"Kaaris, l'ancien combattant du rap, pourrait être le prochain coach pour les aspirants rappeurs. 'Comment rugir en trois leçons.' 🥋🦁",Kaaris,2023-11-10
285,"Maes, le conteur moderne, pourrait probablement transformer une file d'attente à la supérette en une épopée dramatique. 🛒📖",Maes,2023-11-11
286,"PNL, les maîtres de l'évasion, ont réussi à me faire voyager sans quitter mon canapé. Qui a besoin d'un billet d'avion de nos jours? ✈️🎶",PNL,2023-11-12
287,"Niska, le showman charismatique, a tellement d'énergie sur scène que même ses chaussettes doivent être épuisées à la fin du concert. 🧦🔥",Niska,2023-11-13
288,"XXXTentacion, l'esprit immortel, continue de hanter la scène comme le fantôme du rap. 👻🎤",XXXTentacion,2023-11-14
289,"Josman, le narrateur urbain, décrit la ville avec tant de détails que je me demande s'il a un abonnement Google Maps premium. 🌆🗺️",Josman,2023-11-15
290,"Bushi, le provocateur, devrait peut-être lancer une ligne de t-shirts avec ses phrases chocs. 'Portez la controverse!' 👕🗣️",Bushi,2023-11-16
291,"Nekfeu, le poète des rues, pourrait probablement transformer une amende de stationnement en sonnet poignant. 🚗📜",Nekfeu,2023-11-17
292,"Alpha, l'animal du rap, rugit si fort que même les lions dans la savane en ont entendu parler. 🦁🎤",Alpha,2023-11-18
293,"Damso, le maître des émotions, pourrait probablement faire pleurer une pierre avec ses paroles. 🗿😢",Damso,2023-11-19
294,"Kalash, le fusionneur de genres, marie les styles musicaux comme un chef marie les saveurs dans sa cuisine. 🎵👨‍🍳",Kalash,2023-11-20
295,"Jokair, l'explorateur sonore, voyage à travers les octaves comme s'il avait son propre passeport musical. 🛂🎶",Jokair,2023-11-21
296,"So La Lune, le mystique, crée une atmosphère si envoûtante que même les sorciers sont jaloux. 🌌🔮",So La Lune,2023-11-22
297,"Ziak, l'éclaireur du rap, ouvre la voie avec tant d'enthousiasme qu'il pourrait être guide touristique dans le monde de la musique. 🌍🎤",Ziak,2023-11-23
298,"Dinos, l'explorateur urbain, découvre des ruelles cachées dans ses raps. C'est comme un safari musical dans la cité! 🏙️🦓",Dinos,2023-11-24
299,"Orelsan, le maître des jeux de mots, jongle avec les syllabes comme s'il était un magicien linguistique. 🎩🗣️",Orelsan,2023-11-25
300,"Koba La D, le rappeur sombre, éclaire ses raps comme s'il avait installé des lumières disco dans une cave. 💡🎤",Koba La D,2023-11-26
301,"Khali, le poète du bitume, transforme le béton en vers avec un lyrisme qui ferait pleurer le bitume. 🏢📜",Khali,2023-11-27
302,"Guizmo, le rebelle mélodique, défie les règles musicales comme s'il jouait au Monopoly avec les notes. 🎶🎲",Guizmo,2023-11-28
303,"Ajna, l'alchimiste du son, mélange des beats mystiques comme s'il brassait une potion magique. 🧙‍♂️🔊",Ajna,2023-11-29
304,"Artel, le visionnaire sonore, sculpte des symphonies tel un Michel-Ange de l'audio. 🎨🎼",Artel,2023-11-30
305,"Arso911, l'incendiaire des beats, enflamme les enceintes comme s'il lançait des feux d'artifice musicaux. 🎆🔥",Arso911,2023-12-01
306,"Laylow, l'architecte sonore, construit des cathédrales auditives avec des piliers de basses et des voûtes de mélodies. 🏰🎶",Laylow,2023-12-02
307,"Slimka, le maître de l'électrification, charge l'atmosphère comme s'il avait branché la ville sur une prise géante. ⚡🔌",Slimka,2023-12-03
308,"Sopico, le stratège des émotions, planifie ses raps avec la précision d'un général sur le champ de bataille sonore. 🎯🎤",Sopico,2023-12-04
309,"Nepal, le provocateur des paroles, balance ses punchlines comme s'il distribuait des tickets pour un stand-up musical. 🎤😄",Nepal,2023-12-05
310,"Lorenzo, le comique musical, pourrait probablement faire rire un zombie avec ses jeux de mots. 💀😂",Lorenzo,2023-12-06
311,"BendoZ, l'artisan vocal, sculpte sa voix comme s'il façonnait une sculpture en marbre avec chaque note. 🎤🗿",BendoZ,2023-12-07
312,"Alkapote, l'allumeur de foules, incendie les scènes comme s'il avait des flammes attachées à ses baskets. 🔥👟",Alkapote,2023-12-08
313,"Luv Resval, le mélodiste émotionnel, compose des symphonies sentimentales comme s'il écrivait une love story musicale. 🎶💘",Luv Resval,2023-12-09
314,"Savage Toddy, l'explorateur des sonorités, navigue à travers des océans musicaux comme s'il était le capitaine d'un navire sonore. 🚢🎵",Savage Toddy,2023-12-10
315,"Jul, le magicien des hits, crée des formules musicales secrètes comme s'il concoctait des potions pop. 🧙‍♂️🎵",Jul,2023-12-11
316,"Zola, le guide lumineux du rap, éclaire les scènes comme s'il avait attaché des ampoules à sa casquette. 💡🧢",Zola,2023-12-12
317,"Luther, l'explorateur sonore, s'aventure dans des contrées musicales inconnues comme s'il avait une boussole mélodique. 🧭🎶",Luther,2023-12-13
318,"Selug, l'étoile éclatante, brille sur scène comme s'il avait volé des éclats de soleil pour les mettre dans sa musique. ☀️🌟",Selug,2023-12-14
319,"PLK, le ciseleur de mots, sculpte des paroles comme s'il taillait des diamants avec chaque syllabe. 💎🎤",PLK,2023-12-15
320,"Playboi Carti, l'architecte de l'esthétique, construit des édifices visuels comme s'il dessinait des plans pour la mode. ✒️👕",Playboi Carti,2023-12-16
321,"Tiakola, le jongleur musical, jongle avec les genres comme s'il avait un cirque sonore. 🎪🎵",Tiakola,2023-12-17
322,"Moji Sboy, le charismatique magnétique, attire le public comme s'il avait des aimants cachés dans ses baskets. 🧲👟",Moji Sboy,2023-12-18
323,"Winnterzuko, le magicien des beats, enchante les auditeurs comme s'il avait des baguettes magiques pour chaque instrument. 🎩🎼",Winnterzuko,2023-12-19
324,"Kaaris, le vétéran du rap, livre des performances comme s'il était en mission secrète sur scène. 🕵️‍♂️🎤",Kaaris,2023-12-20
325,"Maes, le conteur moderne, tisse des récits comme s'il tricotait une couverture narrative pour ses auditeurs. 🧶📖",Maes,2023-12-21
326,"PNL, les pilotes de l'imaginaire, emmènent les auditeurs en voyage comme s'ils avaient leur propre compagnie aérienne musicale. ✈️🌌",PNL,2023-12-22
327,"Niska, le magicien du micro, fait des tours sonores comme s'il avait des lapins musicaux cachés dans son chapeau. 🎩🎤",Niska,2023-12-23
328,"XXXTentacion, l'esprit intemporel, continue de hanter les ondes comme s'il était le fantôme du rap. 👻🎤",XXXTentacion,2023-12-24
329,"Josman, le guide urbain, explore les rues sonores comme s'il avait un plan détaillé de la ville musicale. 🗺️🎵",Josman,2023-12-25
330,"Bushi, l'agitateur poétique, secoue les consciences comme s'il faisait des cocktails de vérité. 🍹🗣️",Bushi,2023-12-26
331,"Nekfeu, le pyromane des paroles, enflamme les raps comme s'il avait un lance-flammes de lyrisme. 🔥🎤",Nekfeu,2023-12-27
332,"Alpha, le rugisseur musical, fait trembler les enceintes comme s'il était un lion du rap. 🦁🔊",Alpha,2023-12-28
333,"Damso, le poète des émotions, sculpte des vers comme s'il était un Michel-Ange de la sensibilité. 🎨😢",Damso,2023-12-29
334,"Kalash, l'architecte des genres, construit des ponts entre les styles comme s'il était l'ingénieur de la diversité musicale. 🌉🎶",Kalash,2023-12-30
335,"Jokair, l'explorateur sonore, navigue à travers des océans mélodiques comme s'il était le Capitaine Crochet de la musique. 🏴‍☠️🎵",Jokair,2023-12-31
336,"So La Lune, le mystique musical, crée des sortilèges sonores comme s'il était le Merlin de la musique. 🧙‍♂️🌌",So La Lune,2024-01-01
337,"Ziak, le pionnier du rap, trace son chemin musical comme s'il était le Lewis et Clark du hip-hop. 🗺️🎤",Ziak,2024-01-02
338,"Dinos, l'explorateur des rimes, découvre des trésors linguistiques comme s'il avait une carte secrète du dictionnaire. 🗝️📜",Dinos,2024-01-03
339,"Orelsan, le maître des punchlines, frappe fort avec ses mots comme s'il était le Mike Tyson des raps. 🥊🎤",Orelsan,2024-01-04
340,"Koba La D, le ninja du rap, se faufile à travers les beats comme s'il avait une ceinture noire en rythmique. 🥋🎵",Koba La D,2024-01-05
341,"Khali, le philosophe du micro, médite sur les rimes comme s'il était le Confucius des paroles. 🧘‍♂️📖",Khali,2024-01-06
342,"Guizmo, le caméléon du flow, change de couleur musicale comme s'il était le maître de la palette sonore. 🎨🎤",Guizmo,2024-01-07
343,"Ajna, le magicien des beats, transforme les sons comme s'il était le Gandalf de la production musicale. 🧙‍♂️🎶",Ajna,2024-01-08
344,"Artel, le Picasso des notes, peint des mélodies comme s'il était l'artiste du pinceau musical. 🎨🎼",Artel,2024-01-09
345,"Arso911, le chef de l'orchestre urbain, dirige les beats comme s'il était le maestro de la cité mélodique. 🎻🏙️",Arso911,2024-01-10
